Name,Membership,Location,Reputation,Reached,Answers,Questions,Gold Badges,Silver Badges,Bronze Badges,Tags,Profile Link
mob,"14 years, 10 months","San Francisco, CA","118,223",10.7m,"2,052",13,,,,"perl 7,527,shell 1,387,bash 1,299,regex 559,linux 551,arrays 535,",https://stackoverflow.com/users/168657/mob
artem bilan,"10 years, 10 months","Philadelphia, PA","118,746",8.1m,"5,031",5,11,97,127,"spring-integration 3,982,spring 3,597,java 2,813,spring-boot 2,020,spring-kafka 924,spring-integration-dsl 601,",https://stackoverflow.com/users/2756547/artem-bilan
n m could be an ai,"13 years, 1 month",,"118,205",5.1m,"3,214",93,,,,"c++ 5,121,c 2,161,haskell 885,linux 769,c++11 714,templates 634,",https://stackoverflow.com/users/775806/n-m-could-be-an-ai
sam varshavchik,"9 years, 11 months",Basement,"117,731",3.7m,"3,608",1,5,98,157,"c++ 8,604,c++11 996,templates 630,multithreading 481,linux 436,c 428,",https://stackoverflow.com/users/3943312/sam-varshavchik
i3arnon,"12 years, 11 months","Tel Aviv, Israel","115,318",7.1m,902,28,,,,"c# 9,891,.net 6,492,async-await 5,078,task-parallel-library 3,604,asynchronous 1,683,mongodb 1,505,",https://stackoverflow.com/users/885318/i3arnon
orlp,"13 years, 6 months","Leiden, Netherlands","115,266",17.1m,"1,470",159,,,,"python 3,479,c++ 2,757,c 1,516,list 1,135,algorithm 324,rust 313,",https://stackoverflow.com/users/565635/orlp
thomas owens,"15 years, 11 months","Rochester, NY, United States","115,481",27.3m,461,236,,,,"java 833,php 511,c 321,design-patterns 228,c++ 213,eclipse 99,",https://stackoverflow.com/users/572/thomas-owens
apneadiving,"14 years, 1 month","Nice, France","115,273",5.3m,"1,753",42,,,,"ruby-on-rails 9,207,ruby 5,653,ruby-on-rails-3 4,938,rspec 1,317,activerecord 643,gmaps4rails 637,",https://stackoverflow.com/users/350087/apneadiving
staxman,"15 years, 5 months","Seattle, WA","115,446",27.4m,"1,444",26,,,,"java 7,442,json 7,344,jackson 6,947,serialization 783,deserialization 400,xml 360,",https://stackoverflow.com/users/59501/staxman
lc,"15 years, 7 months",Japan,"115,538",16.2m,"1,623",25,20,160,188,"c# 5,119,sql 1,457,sql-server 989,mysql 937,.net 605,sql-server-2008 593,",https://stackoverflow.com/users/44853/lc
goleztrol,"13 years, 8 months",Netherlands,"115,498",16.6m,"3,411",20,,,,"php 2,112,css 1,662,html 1,591,mysql 1,289,sql 1,215,javascript 1,033,",https://stackoverflow.com/users/511529/goleztrol
l b,"13 years, 8 months",,"115,584",13.2m,"1,872",0,20,183,226,"c# 9,727,json 2,497,.net 1,861,json.net 1,573,xml 851,linq 757,",https://stackoverflow.com/users/932418/l-b
p%c3%a9ter t%c3%b6r%c3%b6k,"14 years, 5 months","Turku, Finland","115,652",15.4m,"1,503",18,,,,"java 6,364,c++ 1,791,unit-testing 993,c 624,junit 533,design-patterns 439,",https://stackoverflow.com/users/265143/p%c3%a9ter-t%c3%b6r%c3%b6k
android developer,"12 years, 11 months",Israel,"115,738",33.6m,"1,477",769,,,,"android 5,643,java 870,bitmap 247,android-layout 214,android-intent 208,textview 181,",https://stackoverflow.com/users/878126/android-developer
robin rodricks,"15 years, 7 months","Mumbai, Maharashtra, India","113,046",14.3m,169,646,146,411,615,"c# 305,flash 110,javascript 89,.net 56,actionscript 46,actionscript-3 45,",https://stackoverflow.com/users/41021/robin-rodricks
stefan,"13 years, 9 months","Bremen, Germany","112,848",3.8m,"2,328",37,,,,"ruby 8,055,ruby-on-rails 2,165,arrays 1,016,ruby-on-rails-3 334,hash 327,string 318,",https://stackoverflow.com/users/477037/stefan
joran beasley,"13 years, 7 months",https://joranbeasley.net/,"112,836",18.5m,"3,419",24,,,,"python 9,025,string 1,268,list 1,066,python-2.7 791,django 660,pandas 428,",https://stackoverflow.com/users/541038/joran-beasley
vitalii fedorenko,"14 years, 5 months","Toronto, Canada","113,162",77.2m,137,2,,,,"java 8,220,arraylist 2,385,javascript 1,870,string 1,710,arrays 980,collections 891,",https://stackoverflow.com/users/288671/vitalii-fedorenko
roman pekar,"11 years, 9 months","Amsterdam, Netherlands","112,968",16.3m,"1,796",23,,,,"python 4,684,pandas 3,728,sql 3,516,postgresql 2,260,sql-server 1,760,t-sql 740,",https://stackoverflow.com/users/1744834/roman-pekar
nevan king,"15 years, 4 months",,"113,349",6.9m,623,138,,,,"ios 5,954,cocoa-touch 3,563,objective-c 2,571,iphone 2,021,xcode 923,mapkit 423,",https://stackoverflow.com/users/74118/nevan-king
paulw11,"10 years, 4 months",Australia,"113,072",4.8m,"2,983",12,,,,"ios 7,719,swift 4,409,objective-c 1,277,xcode 976,uitableview 672,core-bluetooth 656,",https://stackoverflow.com/users/3418066/paulw11
jesper r%c3%b8nn jensen,"15 years, 2 months","Copenhagen, Denmark","109,878",6.6m,62,101,,,,"git 2,013,logging 1,152,git-svn 336,jquery 34,javascript 13,cucumber 10,",https://stackoverflow.com/users/109305/jesper-r%c3%b8nn-jensen
peak,"13 years, 4 months","Princeton, NJ","113,125",17.3m,"3,335",8,,,,"jq 8,687,json 7,293,bash 2,638,arrays 883,key 838,shell 494,",https://stackoverflow.com/users/997358/peak
kjhughes,"14 years, 4 months","Ohio, USA","109,901",13.8m,"3,000",4,,,,"xml 7,794,xsd 2,891,xpath 2,698,xslt 1,537,xml-validation 1,167,html 1,160,",https://stackoverflow.com/users/290085/kjhughes
dirkgently,"15 years, 5 months",,"109,926",21.0m,"1,482",4,,,,"c++ 4,153,c 2,022,stl 631,string 307,templates 305,apache-flex 146,",https://stackoverflow.com/users/66692/dirkgently
rsp,"13 years, 5 months","Warsaw, Poland","110,100",14.0m,"1,483",0,,,,"node.js 4,725,javascript 3,857,jquery 1,118,express 588,npm 470,html 325,",https://stackoverflow.com/users/613198/rsp
tm,"15 years, 10 months","Oakland, CA, United States","110,147",12.4m,136,39,33,123,128,"java 607,python 593,jquery 480,javascript 388,django 283,django-templates 103,",https://stackoverflow.com/users/12983/tm
anapprentice,"14 years, 11 months",United States,"110,110",13.2m,39,"1,688",,,,"ruby-on-rails 29,reactjs 15,ruby 13,ruby-on-rails-3 9,jquery 9,css 7,",https://stackoverflow.com/users/149080/anapprentice
joseph mansfield,"14 years, 11 months","Edinburgh, United Kingdom","110,016",9.4m,"1,650",38,,,,"c++ 10,171,c++11 1,699,pointers 719,templates 713,stl 644,c 571,",https://stackoverflow.com/users/150634/joseph-mansfield
teifion,"15 years, 11 months","Wales, United Kingdom","110,063",13.0m,49,123,,,,"python 200,php 45,html 26,regex 10,javascript 7,mysql 7,",https://stackoverflow.com/users/1384652/teifion
barry wark,"15 years, 11 months","Boston, MA","107,586",7.3m,623,31,,,,"objective-c 7,581,cocoa 4,276,core-data 1,975,iphone 1,500,cocoa-touch 1,283,macos 1,202,",https://stackoverflow.com/users/2140/barry-wark
cary swoveland,"14 years, 5 months","Victoria, British Columbia, Canada","109,916",4.6m,"5,705",10,,,,"ruby 8,051,arrays 2,111,regex 1,291,hash 978,ruby-on-rails 939,string 894,",https://stackoverflow.com/users/256970/cary-swoveland
gabriele petronella,13 years,"Milan, Italy","107,771",5.3m,"1,066",33,,,,"ios 4,587,objective-c 3,971,scala 1,908,swift 1,905,iphone 1,377,ios7 898,",https://stackoverflow.com/users/846273/gabriele-petronella
david hellsing,"14 years, 8 months","Gothenburg, Sweden","107,812",14.4m,991,104,,,,"javascript 5,666,jquery 3,964,reactjs 1,675,html 489,arrays 461,css 217,",https://stackoverflow.com/users/210578/david-hellsing
gert arnold,"12 years, 11 months","Wageningen, Netherlands","107,817",7.0m,"2,472",12,,,,"c# 5,145,entity-framework 4,907,linq 2,227,entity-framework-core 881,sql-server 626,.net 563,",https://stackoverflow.com/users/861716/gert-arnold
mark,"15 years, 10 months","Maryland, United States","107,785",8.9m,"2,330",39,20,176,234,"javascript 2,996,d3.js 2,770,python 1,410,jquery 1,198,highcharts 1,035,flot 973,",https://stackoverflow.com/users/16363/mark
andreas rejbrand,"14 years, 4 months",Sweden,"107,906",6.6m,"1,299",55,,,,"delphi 8,171,delphi-7 857,delphi-2010 518,windows 424,string 391,winapi 346,",https://stackoverflow.com/users/282848/andreas-rejbrand
spencer7593,"15 years, 2 months","Saint Charles, MO, United States","107,782",11.3m,"3,818",6,15,116,145,"mysql 6,474,sql 2,624,php 1,079,database 1,068,sql-server 343,join 309,",https://stackoverflow.com/users/107744/spencer7593
joris meys,"13 years, 10 months","Ghent, Oost-Vlaanderen, Belgium","107,943",15.0m,650,43,,,,"r 9,405,dataframe 2,921,plot 367,function 310,package 269,ggplot2 240,",https://stackoverflow.com/users/428790/joris-meys
pmg,"15 years, 9 months","Coimbra, Portugal","107,982",14.9m,"2,557",12,,,,"c 9,385,pointers 1,260,c++ 959,arrays 645,string 596,gcc 557,",https://stackoverflow.com/users/25324/pmg
matthew watson,"15 years, 2 months","Edinburgh, United Kingdom","107,908",9.9m,"2,557",93,11,170,291,"c# 8,370,.net 2,102,multithreading 597,string 563,linq 483,arrays 351,",https://stackoverflow.com/users/106159/matthew-watson
tony delroy,"13 years, 11 months",Hong Kong,"104,747",21.1m,"2,654",11,,,,"c++ 7,984,c 1,409,c++11 770,string 412,stl 385,vector 273,",https://stackoverflow.com/users/410767/tony-delroy
spickermann,"11 years, 1 month","Neumarkt i.d.OPf., Bavaria, Germany","104,843",3.4m,"3,092",10,,,,"ruby 7,661,ruby-on-rails 4,001,ruby-on-rails-4 835,activerecord 601,rspec 497,arrays 464,",https://stackoverflow.com/users/2483313/spickermann
gman,15 years,Earth,"104,990",13.1m,"1,990",244,,,,"webgl 4,604,javascript 3,640,three.js 1,298,html 1,049,canvas 726,glsl 711,",https://stackoverflow.com/users/128511/gman
david sherret,"14 years, 9 months","Toronto, Canada","105,064",10.1m,575,35,,,,"typescript 7,405,javascript 2,806,ecmascript-6 1,486,c# 449,typescript-compiler-api 278,entity-framework 232,",https://stackoverflow.com/users/188246/david-sherret
jordan running,"14 years, 9 months",Minnesota,"105,005",7.5m,"1,646",1,,,,"ruby 2,984,javascript 1,798,ruby-on-rails 1,758,arrays 1,703,json 1,206,php 884,",https://stackoverflow.com/users/179125/jordan-running
parand,"15 years, 10 months","San Diego, CA","105,142",10.5m,77,153,,,,"python 464,javascript 378,jquery 121,django 90,html 64,django-models 50,",https://stackoverflow.com/users/13055/parand
jonathan livni,"14 years, 1 month",New York,"105,324",11.4m,92,343,,,,"python 1,741,multithreading 67,list 66,django 30,logging 30,c++ 13,",https://stackoverflow.com/users/348545/jonathan-livni
stephen canon,"14 years, 11 months","Hanover, NH, USA","105,303",8.4m,953,0,20,187,272,"floating-point 4,274,c 3,387,c++ 2,138,assembly 2,071,x86 969,math 943,",https://stackoverflow.com/users/142434/stephen-canon
haccks,"11 years, 1 month",Earth,"105,384",10.0m,"2,367",75,,,,"c 8,241,pointers 2,277,arrays 1,709,c++ 1,653,string 414,struct 335,",https://stackoverflow.com/users/2455888/haccks
zeta,"12 years, 6 months",,"105,156",8.1m,"1,293",21,,,,"haskell 2,674,html 2,356,css 2,284,javascript 1,527,c++ 1,438,c 435,",https://stackoverflow.com/users/1139697/zeta
venkatachalam,"15 years, 7 months","Salem, Tamil Nadu, India","102,459",9.4m,3,98,,,,"jquery 0,ajax 0,html 0,mysql 0,css 0,hyperlink 0,",https://stackoverflow.com/users/44984/venkatachalam
web tiki,"11 years, 8 months","Brest, France","102,562",11.2m,841,39,,,,"css 8,793,html 5,077,css-shapes 3,602,responsive-design 2,219,svg 1,856,javascript 777,",https://stackoverflow.com/users/1811992/web-tiki
vincent ramdhanie,"15 years, 9 months",United States,"102,835",23.6m,"1,357",19,,,,"java 2,296,jquery 870,javascript 573,mysql 447,html 360,swing 285,",https://stackoverflow.com/users/27439/vincent-ramdhanie
blorgbeard,"15 years, 11 months",,"102,650",16.2m,"1,191",73,50,233,276,"c# 2,574,sql-server 1,580,sql 1,461,.net 592,python 467,winforms 374,",https://stackoverflow.com/users/369/blorgbeard
curtis,"14 years, 1 month","London, UK","102,842",16.7m,"1,384",278,,,,"css 2,157,sql 1,801,html 1,796,javascript 1,477,jquery 1,386,sql-server 1,379,",https://stackoverflow.com/users/370103/curtis
chridam,"15 years, 1 month",,"102,822",12.1m,"2,349",10,,,,"mongodb 6,604,aggregation-framework 2,080,mongodb-query 1,971,node.js 1,789,mongoose 1,488,javascript 1,124,",https://stackoverflow.com/users/122005/chridam
ben hoffstein,"15 years, 10 months","New York, New York United States","102,947",19.5m,285,1,8,105,121,"sql-server 1,251,python 819,sql 476,c# 432,.net 249,excel 168,",https://stackoverflow.com/users/4482/ben-hoffstein
km,"15 years, 5 months",,"102,995",30.3m,"1,650",29,34,180,213,"sql-server 5,810,sql 4,289,t-sql 2,887,sql-server-2005 1,841,stored-procedures 1,207,sql-server-2008 834,",https://stackoverflow.com/users/65223/km
selbie,"15 years, 2 months","Seattle, WA","102,984",7.7m,"2,501",60,15,106,180,"c++ 2,366,c 1,062,sockets 807,windows 749,winapi 438,java 183,",https://stackoverflow.com/users/104458/selbie
tommy,"13 years, 11 months",,"100,388",6.3m,"1,812",0,,,,"ios 3,689,objective-c 2,666,iphone 1,805,xcode 793,opengl-es 753,cocoa-touch 581,",https://stackoverflow.com/users/427332/tommy
evan fosmark,"15 years, 6 months",Oregon,"100,691",17.6m,110,50,36,107,118,"python 4,876,php 130,string 96,class 85,regex 69,python-3.x 17,",https://stackoverflow.com/users/49701/evan-fosmark
sloth,"14 years, 11 months",,"100,499",9.7m,"1,801",18,,,,"python 3,662,c# 2,704,pygame 1,828,.net 990,vb.net 851,linq 711,",https://stackoverflow.com/users/142637/sloth
evk,"8 years, 10 months",Russia,"100,513",3.6m,"1,574",0,8,149,197,"c# 6,588,.net 1,440,wpf 537,async-await 436,linq 389,entity-framework 337,",https://stackoverflow.com/users/5311735/evk
paul lebeau,"12 years, 3 months",New Zealand,"100,501",8.7m,"2,793",9,,,,"svg 7,046,css 2,827,html 2,481,javascript 1,727,android 642,animation 340,",https://stackoverflow.com/users/1292848/paul-lebeau
ikke,"15 years, 9 months",Netherlands,"100,713",15.2m,439,50,,,,"git 6,926,javascript 620,php 574,python 449,jquery 117,html 110,",https://stackoverflow.com/users/20261/ikke
tom ritter,"15 years, 10 months","New York, NY","100,802",14.7m,366,47,31,141,174,"javascript 5,491,c# 768,asp.net 490,.net 426,sql 210,security 167,",https://stackoverflow.com/users/8435/tom-ritter
john dibling,"15 years, 9 months","Chicago, IL","100,836",13.7m,"1,492",125,,,,"c++ 7,739,c++11 605,stl 549,class 305,c 272,vector 258,",https://stackoverflow.com/users/241536/john-dibling
jgauffin,"15 years, 4 months","Falun, Sweden","100,866",10.9m,"1,882",348,,,,"c# 4,514,.net 1,622,asp.net-mvc-3 1,168,asp.net-mvc 1,098,design-patterns 782,sockets 413,",https://stackoverflow.com/users/70386/jgauffin
pavel minaev,"15 years, 1 month","North Bend, WA","100,957",9.5m,"1,004",11,,,,"c# 3,307,c++ 2,725,.net 890,wpf 673,c 554,xml 508,",https://stackoverflow.com/users/111335/pavel-minaev
bojangles,14 years,"Edinburgh, Scotland","100,901",11.2m,647,146,,,,"php 2,612,css 2,070,html 1,829,jquery 1,728,javascript 1,628,mysql 195,",https://stackoverflow.com/users/383609/bojangles
blhsing,"7 years, 9 months",,"100,841",5.1m,"4,309",2,,,,"python 5,799,python-3.x 2,165,list 767,dictionary 576,regex 494,string 228,",https://stackoverflow.com/users/6890912/blhsing
jww,"13 years, 5 months","Baltimore, MD and New York, NY","100,853",20.1m,"1,747",739,94,430,926,"openssl 3,727,ssl 2,276,c++ 1,096,c 646,crypto++ 499,linux 417,",https://stackoverflow.com/users/608639/jww
sparky,"13 years, 5 months","Chicago, IL","98,549",13.0m,"2,254",64,,,,"jquery 5,591,jquery-validate 5,148,javascript 1,051,css 884,html 662,validation 487,",https://stackoverflow.com/users/594235/sparky
eli,"15 years, 9 months","Los Angeles, CA","98,668",7.4m,83,56,21,78,82,"php 85,javascript 31,html 30,jquery 20,mysql 9,forms 7,",https://stackoverflow.com/users/27580/eli
kirill v lyadvinsky,"15 years, 1 month","Moscow, Russia","98,779",12.3m,846,28,,,,"c++ 8,443,visual-c++ 451,templates 435,stl 395,winapi 392,c 280,",https://stackoverflow.com/users/123111/kirill-v-lyadvinsky
georg fritzsche,"14 years, 10 months","Berlin, Germany","98,566",7.8m,"1,058",33,,,,"c++ 6,464,objective-c 1,383,templates 1,031,iphone 727,cocoa 626,boost 522,",https://stackoverflow.com/users/168225/georg-fritzsche
hashem qolami,"11 years, 9 months","Tehran, Tehran Province, Iran","98,796",13.0m,762,0,,,,"css 8,525,html 7,279,twitter-bootstrap 2,081,vertical-alignment 1,814,css-selectors 605,javascript 374,",https://stackoverflow.com/users/1725764/hashem-qolami
martin ullrich,"13 years, 1 month","Vienna, Austria","98,714",6.0m,"1,059",4,,,,".net-core 5,009,c# 3,228,msbuild 2,815,.net 2,552,nuget 1,710,asp.net-core 1,485,",https://stackoverflow.com/users/784387/martin-ullrich
rich scriven,"10 years, 7 months",,"98,835",10.2m,"1,895",86,,,,"r 8,033,dataframe 972,dplyr 598,regex 548,string 383,list 371,",https://stackoverflow.com/users/3063910/rich-scriven
lin du,"8 years, 1 month",Japan,"98,555",12.0m,"2,766",374,,,,"jestjs 3,130,reactjs 2,102,javascript 2,068,unit-testing 1,731,node.js 1,719,typescript 1,264,",https://stackoverflow.com/users/6463558/lin-du
bob,"15 years, 11 months",United States,"98,954",11.6m,343,47,30,125,130,"c# 1,651,javascript 1,114,jquery 427,css 402,string 349,asp.net 348,",https://stackoverflow.com/users/45/bob
karthikr,"11 years, 10 months",,"98,992",13.0m,"1,249",3,,,,"django 4,241,python 4,069,django-models 1,418,javascript 894,django-views 619,jquery 521,",https://stackoverflow.com/users/1628832/karthikr
dominic rodger,"15 years, 9 months","London, United Kingdom","99,091",11.4m,700,66,,,,"php 3,204,django 2,338,python 1,463,django-models 701,html 549,css 354,",https://stackoverflow.com/users/20972/dominic-rodger
sam harwell,15 years,"Houston, TX","99,155",10.9m,"1,533",55,,,,"c# 4,987,.net 1,768,antlr4 1,264,visual-studio 1,096,antlr 843,c++ 681,",https://stackoverflow.com/users/138304/sam-harwell
bmargulies,15 years,"Seattle, WA, United States","99,180",15.0m,"1,962",308,40,188,314,"java 2,905,maven 1,149,c++ 853,c 852,maven-2 342,linux 272,",https://stackoverflow.com/users/131433/bmargulies
apangin,"10 years, 3 months",,"96,597",3.0m,"1,043",1,,,,"java 7,772,jvm 5,994,performance 2,135,jvm-hotspot 1,548,jit 1,160,memory 717,",https://stackoverflow.com/users/3448419/apangin
joe white,"15 years, 3 months","Omaha, NE","96,638",6.5m,576,170,64,223,333,"c# 2,002,wpf 1,810,xaml 713,.net 683,mvvm 463,javascript 143,",https://stackoverflow.com/users/87399/joe-white
garys student,"11 years, 1 month","Fenwick Island, DE, USA","96,348",13.8m,"5,396",59,,,,"excel 6,118,vba 4,338,excel-formula 981,excel-2010 190,arrays 169,formula 102,",https://stackoverflow.com/users/2474656/garys-student
perreal,14 years,"Seattle, WA, USA","96,760",11.9m,"2,284",31,,,,"bash 2,432,linux 1,725,shell 1,471,c 1,094,c++ 1,043,python 736,",https://stackoverflow.com/users/390913/perreal
hyry,"13 years, 1 month","Kobe, Japan","96,518",13.2m,"1,191",35,27,191,191,"python 7,916,pandas 2,978,numpy 2,940,matplotlib 2,615,scipy 710,plot 599,",https://stackoverflow.com/users/772649/hyry
lazy badger,"12 years, 9 months",Russia,"96,370",7.5m,"2,599",2,,,,"git 4,557,svn 2,321,mercurial 1,328,version-control 511,tortoisesvn 510,tortoisehg 314,",https://stackoverflow.com/users/960558/lazy-badger
hansup,"15 years, 4 months","Colorado, US","96,600",14.4m,"2,828",0,11,79,136,"ms-access 6,492,vba 3,137,sql 1,897,ms-access-2007 910,ms-access-2010 852,database 298,",https://stackoverflow.com/users/77335/hansup
reto meier,"15 years, 11 months","SF Bay Area, CA","96,815",6.7m,68,2,,,,"android 7,944,android-activity 4,143,android-intent 734,android-3.0-honeycomb 450,java 358,user-interface 301,",https://stackoverflow.com/users/822/reto-meier
alex reynolds,"15 years, 10 months","Seattle, WA","96,943",13.1m,"1,468",254,,,,"iphone 2,801,ios 1,490,objective-c 1,417,cocoa-touch 1,296,python 469,c 445,",https://stackoverflow.com/users/19410/alex-reynolds
dreamlax,"15 years, 10 months","Wellington, New Zealand","94,857",14.7m,966,45,,,,"objective-c 4,784,ios 1,743,c++ 1,437,c 1,299,iphone 873,cocoa-touch 519,",https://stackoverflow.com/users/10320/dreamlax
jon limjap,"15 years, 11 months","Manila, Philippines","94,962",13.2m,438,13,,,,"c# 3,844,.net 3,438,unit-testing 1,882,visual-studio 401,oop 187,asp.net 83,",https://stackoverflow.com/users/372/jon-limjap
eric,"15 years, 2 months",United Kingdom,"96,887",13.2m,"1,781",299,,,,"python 3,101,javascript 1,137,jquery 704,html 702,numpy 700,arrays 599,",https://stackoverflow.com/users/102441/eric
kevin b,"13 years, 11 months",,"94,996",8.5m,"2,308",7,,,,"javascript 7,463,jquery 6,158,ajax 991,html 721,json 511,node.js 298,",https://stackoverflow.com/users/400654/kevin-b
amelio vazquez reina,"14 years, 4 months",,"95,026",10.8m,38,726,,,,"python 222,matplotlib 107,ipython 57,emacs 56,pandas 33,matlab 7,",https://stackoverflow.com/users/283296/amelio-vazquez-reina
david wasser,"13 years, 1 month","Frankfurt, Germany","94,998",5.3m,"2,147",8,,,,"android 7,252,android-intent 2,199,android-activity 1,432,java 1,221,android-service 818,android-pendingintent 722,",https://stackoverflow.com/users/769265/david-wasser
cbroe,"12 years, 1 month",,"94,992",5.7m,"3,776",0,,,,"facebook 2,390,facebook-graph-api 1,531,html 1,188,php 1,140,javascript 1,117,css 1,050,",https://stackoverflow.com/users/1427878/cbroe
james raitsev,"14 years, 1 month",,"95,081",9.6m,79,697,,,,"java 171,git 156,intellij-idea 116,c 9,eclipse 8,junit 7,",https://stackoverflow.com/users/359862/james-raitsev
vivin paliath,"14 years, 5 months","Chandler, AZ","95,080",15.1m,"1,206",155,,,,"javascript 3,523,java 2,368,regex 1,017,jquery 978,arrays 516,html 355,",https://stackoverflow.com/users/263004/vivin-paliath
tzot,"15 years, 10 months","Athens, Greece","95,173",37.2m,640,30,,,,"python 7,822,list 535,unicode 370,string 316,windows 228,tkinter 152,",https://stackoverflow.com/users/6899/tzot
eugene yokota,"15 years, 10 months",New Jersey,"95,186",14.0m,954,42,,,,"scala 1,930,sbt 1,622,java 1,075,sbt-assembly 303,c++ 182,xml 152,",https://stackoverflow.com/users/3827/eugene-yokota
helen,"15 years, 1 month",,"94,428",13.5m,"1,344",0,17,264,333,"swagger 4,284,openapi 4,054,swagger-2.0 1,517,swagger-ui 1,243,vbscript 1,007,swagger-editor 876,",https://stackoverflow.com/users/113116/helen
imsop,"14 years, 11 months",,"95,169",7.6m,"2,216",6,,,,"php 3,061,postgresql 2,974,sql 2,110,simplexml 454,git 445,xml 311,",https://stackoverflow.com/users/157957/imsop
unor,"11 years, 11 months",,"95,160",6.8m,"1,840",26,,,,"html 3,699,schema.org 2,248,microdata 1,475,seo 1,399,semantic-markup 1,158,json-ld 937,",https://stackoverflow.com/users/1591669/unor
david tang,"13 years, 11 months",Australia,"93,254",14.8m,612,8,,,,"javascript 5,919,jquery 3,582,html 1,201,arrays 605,jquery-selectors 437,css 417,",https://stackoverflow.com/users/405143/david-tang
erik funkenbusch,"15 years, 5 months","Las Vegas, NV, USA","93,222",10.4m,"2,486",132,,,,"c# 2,543,asp.net-mvc 2,133,asp.net-mvc-3 1,169,asp.net 1,152,.net 1,019,asp.net-mvc-4 669,",https://stackoverflow.com/users/61164/erik-funkenbusch
timmmm,"14 years, 5 months",,"93,540",21.4m,530,524,75,394,548,"android 1,620,c++ 699,qt 317,rust 228,javascript 225,git 198,",https://stackoverflow.com/users/265521/timmmm
eric o lebigot,"15 years, 7 months","Paris, France","93,550",17.6m,523,95,,,,"python 6,413,numpy 1,632,arrays 942,matplotlib 833,dictionary 242,performance 232,",https://stackoverflow.com/users/42973/eric-o-lebigot
thelatemail,"13 years, 8 months","Brisbane QLD, Australia","93,221",6.5m,"1,999",17,,,,"r 7,730,dataframe 961,dplyr 564,data.table 494,regex 456,matrix 381,",https://stackoverflow.com/users/496803/thelatemail
thom a,"11 years, 5 months",England,"93,517",3.4m,"4,009",7,,,,"sql-server 6,139,sql 3,718,t-sql 1,830,stored-procedures 270,sql-server-2012 210,sql-server-2016 208,",https://stackoverflow.com/users/2029983/thom-a
daniel vandersluis,"15 years, 3 months","Toronto, ON, Canada","93,436",11.4m,434,58,,,,"javascript 2,938,php 2,262,mysql 1,693,regex 1,340,ruby 691,sql 681,",https://stackoverflow.com/users/92313/daniel-vandersluis
thorsten kettner,"11 years, 3 months",,"93,392",5.4m,"5,434",18,8,53,75,"sql 4,938,mysql 1,677,oracle 1,530,sql-server 1,014,postgresql 524,database 357,",https://stackoverflow.com/users/2270762/thorsten-kettner
piskvor left the building,"15 years, 10 months",Not here. Try Twitter?,"92,252",15.7m,"1,027",41,,,,"php 2,176,mysql 852,javascript 706,jquery 327,html 308,java 185,",https://stackoverflow.com/users/19746/piskvor-left-the-building
stema,"13 years, 4 months","Calw, Germany","92,096",12.6m,"1,173",12,,,,"regex 7,355,php 791,c# 769,java 727,javascript 549,.net 391,",https://stackoverflow.com/users/626273/stema
sandeep,"13 years, 6 months",India,"92,305",20.4m,"1,125",22,,,,"css 8,359,html 5,459,layout 250,javascript 242,image 240,css-selectors 235,",https://stackoverflow.com/users/567751/sandeep
prasoon saurav,"14 years, 10 months","Bangalore, India","92,336",13.9m,720,98,,,,"c++ 4,903,c 2,349,arrays 1,371,java 1,026,templates 669,pointers 392,",https://stackoverflow.com/users/165520/prasoon-saurav
waitingkuo,"12 years, 1 month",Taiwan,"92,376",16.4m,239,66,28,117,121,"pandas 7,896,python 7,800,dataframe 6,574,numpy 365,datetime 84,meteor 83,",https://stackoverflow.com/users/1426056/waitingkuo
mmcdole,"15 years, 10 months",United States,"92,387",6.2m,89,66,61,186,223,"c# 530,.net 269,algorithm 128,vim 120,language-agnostic 101,assembly 87,",https://stackoverflow.com/users/2635/mmcdole
juri glass,"14 years, 9 months","Berlin, Germany","90,533",9.3m,39,15,8,34,47,"ruby 54,ruby-on-rails 16,android 7,ruby-on-rails-3 3,jquery 2,c 2,",https://stackoverflow.com/users/179467/juri-glass
vittorio romeo,"13 years, 5 months",Italy,"92,366",2.7m,"1,116",312,,,,"c++ 5,968,c++11 1,651,templates 828,c++17 732,c++14 555,c 382,",https://stackoverflow.com/users/598696/vittorio-romeo
holyblackcat,"10 years, 10 months",Earth,"90,846",3.7m,"1,789",118,,,,"c++ 6,402,c++17 788,c 755,templates 752,c++11 647,c++20 505,",https://stackoverflow.com/users/2752075/holyblackcat
kirk larkin,"10 years, 11 months","England, UK","90,755",4.9m,697,2,,,,"c# 6,300,asp.net-core 6,203,.net-core 2,195,angular 950,asp.net-core-mvc 910,typescript 843,",https://stackoverflow.com/users/2630078/kirk-larkin
soviut,"15 years, 7 months","Toronto, Canada","90,650",13.6m,"1,117",165,51,202,274,"python 3,111,javascript 1,089,html 641,css 628,node.js 465,django 418,",https://stackoverflow.com/users/46914/soviut
roger lipscombe,"15 years, 10 months","London, United Kingdom","90,800",9.3m,713,310,,,,"c++ 882,c# 863,.net 528,visual-studio 376,windows 346,winapi 266,",https://stackoverflow.com/users/8446/roger-lipscombe
dash,"12 years, 7 months",,"90,946",3.8m,322,1,,,,"html 8,217,c# 996,asp.net 367,.net 244,winforms 238,mysql 185,",https://stackoverflow.com/users/1073107/dash
